metal_type,chemical_additive_type,operator_shift,input_material_source,equipment_type,mass_input_kg,reaction_temp_c,reaction_time_min,energy_kWh,batch_size_kg,raw_material_cost_per_kg,material_purity_pct,moisture_content_pct,ambient_temp_c,reaction_pressure_bar,process_yield_pct,cooling_time_min,maintenance_hours_last_month,downtime_last_month_hr,regulatory_compliance_level,equipment_age_years,operator_experience_years,num_operators,shift_duration_hr,week_of_year,quality_check_passed,num_defects,timestamp,cooling_energy_kWh,process_additive_cost,impurity_penalty,rework_cost,cost_eur,cost_per_kg,energy_per_kg,anomaly_cost_per_kg,anomaly_energy_per_kg,anomaly_isoforest
Zinc,Catalyst_B,Night,Local,Type_B,347.41636499138855,123.14364960466662,164.91657591284482,1642.2319573120235,44.93477524557999,4.431939105330017,84.5159396793258,2.7749443573543617,38.88964312270848,6.057164070324608,80.83025168539714,41.33616890985195,5.964865144158558,6.831663768829984,0.7811920179471896,18,14,4,12,12,1,2,2022-07-12 09:00:00,82.1115978656012,30.0,107.58831903832048,0.0,1907.8451639816965,42.45809962450767,36.54701616591621,True,True,True
Zinc,Catalyst_B,Night,Imported,Type_C,337.3729672649884,136.93296869505434,71.29554508408015,1532.1741262254957,84.06635404767243,9.763570137462615,99.14172739554375,0.1813405956462477,18.021979991704363,6.97469114028564,85.39775607556874,57.23364096909057,15.65123317038598,15.116136097089402,0.9888529976296814,7,9,4,8,37,0,3,2022-06-18 14:50:00,76.60870631127477,30.0,5.7911595057529865,20.0,3567.9040660492183,42.44152260993652,18.225771101677953,True,True,False
Zinc,,Day,Imported,Type_C,450.7505837894029,58.37032250635301,73.50146636930722,1821.3103458742592,75.13063869681312,6.191424514438982,84.0491392403105,0.3526527504524313,10.72456160318672,8.448429849579506,96.786108019428,48.65128841819652,35.78380090602061,19.791461190539295,0.8080933966186654,11,17,3,8,25,0,1,2022-01-16 17:50:00,91.06551729371296,0.0,143.79719598747042,20.0,3187.9398067953216,42.43195402158277,24.241912187437787,True,True,False
Zinc,,Day,Imported,Type_B,339.3150610045249,121.70124667111033,134.67147294566558,1415.5038815140624,56.49415851403276,6.154795587795217,88.43882978168175,4.532556614659155,35.58285137349045,6.612295135399085,78.95690762505998,57.90538784920482,33.089478957491025,19.36840333664845,0.6167027990619559,19,9,5,12,47,0,1,2022-05-27 16:40:00,70.77519407570313,0.0,78.45758355824708,20.0,2397.0156663562525,42.42944278497131,25.055756537420784,True,True,False
Magnesium,,Night,Imported,Type_B,178.01413067920032,144.4654700991391,49.75350933360627,1285.8818394462407,46.99696964952379,9.919930979240748,93.77708118310991,0.2958016034429633,32.04566545198912,6.028193324955217,79.96530344072741,51.74747261339169,37.97143280677248,2.197011137225595,0.9337985412228405,3,4,5,8,7,0,3,2023-04-06 17:40:00,64.29409197231205,0.0,22.155349669518536,20.0,1991.5973010817104,42.37714295057513,27.360952185547358,True,True,False
Zinc,Catalyst_B,Night,Imported,Type_B,240.13509839296884,53.2302623940568,132.91603219840698,1099.5775242790571,59.50586836150735,9.631771904098995,98.44132863492013,6.562897270674344,22.226776451072425,1.6637606138202994,95.7289035945183,22.70061893660803,30.639993756284003,14.842321598288194,0.5681607071178498,4,21,2,8,16,0,1,2023-04-04 16:20:00,54.97887621395287,30.0,7.4858340323152435,20.0,2521.188613667653,42.368739135962905,18.47847203235408,True,True,False
Zinc,,Night,Imported,Type_C,234.06334965532,56.30530319524907,125.49428487166374,1556.010153131736,54.87832337226276,8.660307752903055,85.00707342100938,8.399275840363277,34.88593431282844,7.45528577260884,71.78943147442871,14.019982430070234,33.48061263282023,16.128392835183256,0.6302625014039444,17,13,3,8,15,1,5,2022-01-18 16:40:00,77.8005076565868,0.0,70.18589232429643,0.0,2324.4860898057063,42.3570901399035,28.35382091717096,True,True,False
Zinc,,Night,Imported,Type_B,497.2526668501128,55.98099695460972,64.13890292383714,878.4393002673294,66.60779383580848,5.428405460526685,98.71157317308744,2.150497246915503,29.38755544333999,6.365438856656534,96.446782643224,23.70394640024117,27.72227571434997,3.5240868145448268,0.87732476001477,15,2,4,12,13,1,1,2022-08-01 05:00:00,43.92196501336648,0.0,12.813473514469967,0.0,2821.29199610863,42.356784899125394,13.188235935763402,True,False,False
Zinc,Catalyst_B,Day,Imported,Type_C,473.368437146854,112.0105695107863,104.86853870558434,1132.7742162948896,94.03362013530284,7.72321030767346,85.98634861930584,0.7583960524623523,11.104184519185074,8.065296555040447,88.3372437910147,38.495862703818624,38.48017381240303,16.086892844448176,0.5514010683261028,2,25,4,12,22,1,1,2022-11-23 21:40:00,56.638710814744485,30.0,132.67240505600094,0.0,3982.1797770328167,42.348468253194426,12.046480978451818,True,False,False
Zinc,Catalyst_B,Night,Imported,Type_B,419.4076809003466,99.91359094005664,69.15210708152428,1070.5369508733593,91.18474820347916,8.7305366565721,99.47329053282652,1.814902710777292,17.0771061522385,2.1407251667053417,91.14476667086936,56.03956499082694,4.809865958851214,14.55507883826861,0.8410886440168892,3,16,1,8,12,1,1,2022-01-01 19:50:00,53.52684754366797,30.0,4.4181199227098285,0.0,3856.247940598521,42.290492835416806,11.740307145274464,True,False,False
Magnesium,Catalyst_B,Day,Local,Type_B,362.3162536357294,73.586964767283,168.14078491015178,1988.0842862678585,62.09670924017057,6.2051732152008015,95.01281607490756,7.445544030996624,26.8771057371481,2.010864708486961,70.39455127881052,39.03403330284228,32.69549369609904,11.676453125972008,0.9814692188135674,7,4,5,12,8,0,1,2022-09-28 23:50:00,99.40421431339291,30.0,36.1387559186366,20.0,2625.275027819249,42.27720051420937,32.015936280593756,True,True,False
Zinc,Catalyst_B,Day,Local,Type_B,257.6942333864878,117.12223486360094,79.81381797037861,1306.8809212580436,61.670995850006136,9.187620496969544,93.51061923123272,7.518374972171149,36.43792072566918,1.091403883983591,92.16811937021532,17.941519413981446,34.35510482986221,18.60924780695844,0.9577952437416212,2,29,2,12,44,0,3,2022-07-05 12:20:00,65.34404606290218,30.0,33.445520047210096,20.0,2607.2103928751767,42.27611954274803,21.191175904416884,True,True,False
Zinc,Catalyst_B,Day,Local,Type_A,285.8740201474168,142.53377084498015,145.1800970888662,916.7420644391428,52.68797466914589,7.02691088442642,90.31337597316272,7.287308198455634,16.067679576955925,7.82679131346043,85.68202034480292,39.91048521288596,28.037694548698305,10.601141360669336,0.6260668459931489,7,16,1,12,38,0,3,2023-07-06 04:30:00,45.837103221957136,30.0,55.38308304417061,20.0,2227.430001545604,42.27587064283167,17.39945538229215,True,True,False
Magnesium,Catalyst_B,Night,Local,Type_B,401.5604863594831,101.64009164087494,84.63789337077193,1748.8164458818176,75.35299322957405,7.123487210959821,90.59509973333935,9.362766677734156,21.76611941366102,2.907419955908112,99.69767439264233,29.784623164730743,35.106673585938715,14.278189439088184,0.9293816225980888,6,2,5,8,5,1,1,2022-02-03 08:10:00,87.44082229409088,30.0,75.53272650485351,0.0,3185.4688919701803,42.273952970457024,23.20832087656809,True,True,False
Aluminum,Catalyst_B,Night,Imported,Type_C,384.2582572906461,88.4679373110983,109.71538111656982,459.9880429019653,95.88210011810388,9.960349358003066,87.73545433506446,8.575861639635969,23.24467398502349,9.045642486891206,80.90508770770937,24.731486876620917,2.9277546585794223,12.546817487965072,0.8393427789575252,16,5,4,12,18,0,0,2023-05-19 00:20:00,22.99940214509827,30.0,94.2550588733936,20.0,4053.087582459605,42.27157704584242,4.797433956237605,True,False,False
Aluminum,Catalyst_B,Day,Local,Type_C,473.8233522500913,146.84040982153803,136.3535641876818,742.0549122690347,63.86828431018501,5.054694409414393,82.56756656471825,5.3446343014205056,32.967982965374844,9.971864826687137,93.00530836758254,15.98140947761866,16.701064398655173,0.6332942518882079,0.7964669512423963,6,16,1,12,6,1,2,2022-09-10 18:30:00,37.10274561345174,30.0,165.19788096363544,0.0,2699.02534074532,42.25924290743644,11.61851958736114,True,False,False
Zinc,Catalyst_B,Night,Imported,Type_A,433.5583837591845,66.57407134468295,178.98826566620693,1896.4406878421569,91.35787674860116,8.19962370906352,99.94051596423562,5.388627639110966,39.99295691731943,3.283151336821857,72.16122051498118,47.48372467340396,6.153062130360016,3.205599753958468,0.6078738757661893,16,8,5,12,18,0,1,2023-08-28 23:40:00,94.82203439210784,30.0,0.515796048109649,20.0,3860.678625304237,42.25884798010425,20.75837087436683,True,True,False
Zinc,,Day,Imported,Type_B,354.0805822891458,100.06470490016366,50.54064740395323,497.67329160004414,70.86907573149587,7.880747646961606,84.82224202258791,7.605580665393749,14.171933635081317,2.642863564876758,97.3318479778918,35.650551004735334,6.622741349035373,16.819564061269034,0.7851986424298354,18,1,1,12,5,0,2,2023-03-19 06:10:00,24.883664580002208,0.0,107.482987649716,20.0,2994.386464317436,42.25237077540523,7.022432372133598,True,False,False
Aluminum,Catalyst_B,Day,Imported,Type_B,338.22141751620114,80.71380388296475,133.5641783415601,1589.5712148695093,70.2764993825948,7.754116202627301,80.35948869622469,6.1991343536913055,11.501845434142492,7.607037672568841,82.44682796671654,32.05515342821062,30.182992190434177,2.779664195647291,0.6395256285653592,2,8,4,8,33,1,2,2023-01-06 05:10:00,79.47856074347547,30.0,132.85683147811713,0.0,2967.885637469692,42.231551991685286,22.618816088372128,True,True,False
Magnesium,Catalyst_B,Day,Local,Type_B,250.7156921849109,132.64080456794602,40.31966605416406,1933.7810930389735,55.29662481223199,8.098968448035471,92.18157778932428,4.212210133950489,23.457003223878736,8.71415984000993,77.93650913989191,37.313019495067095,21.279277679389622,4.823822322913842,0.7230936428226609,15,21,3,12,50,1,2,2023-04-09 22:50:00,96.6890546519487,30.0,39.2040227268689,0.0,2333.498808876247,42.1996607713399,34.97105111940228,True,True,True
Zinc,Catalyst_B,Day,Local,Type_C,392.2717176287492,88.77318988188782,77.4068317469933,1430.6082035396505,76.8310314901135,7.484080435267511,95.06233833016093,3.433474689529815,29.066801324750305,8.959736418767733,77.18709008996406,20.29563157449823,10.451786656348151,19.951523753674763,0.8452847773880245,2,10,2,8,46,0,2,2023-07-12 08:20:00,71.53041017698251,30.0,38.73810048594826,20.0,3242.044090578872,42.19706579100208,18.620187387745002,True,True,False
Zinc,,Night,Imported,Type_B,308.9883753390153,64.80332651342266,171.76953745614253,827.8127839736467,60.02993084053178,7.491178378971083,86.21618130488773,4.707034749128127,35.84561023878297,1.8592991300658157,73.18958765096951,10.733510810412955,14.629589801090717,1.3904088370821466,0.5430036584583163,4,18,2,12,41,1,3,2022-06-28 10:50:00,41.39063919868234,0.0,85.18079489140572,0.0,2531.833331378696,42.17618271299457,13.79000062773208,True,False,False
Magnesium,Catalyst_B,Night,Local,Type_C,420.9170695143039,115.21218995872692,36.846622146356985,352.6133325653457,82.04397507880495,7.602487990440507,82.09236539565903,1.004887917106332,23.009069317911084,9.908613888113464,71.2077300997243,19.6448761391814,14.311069599382638,15.63714646400208,0.8885143778679495,4,18,1,8,44,0,5,2023-02-28 06:10:00,17.630666628267285,30.0,150.75258159184284,20.0,3459.4423587147576,42.16570876035554,4.29785773088948,True,False,False
Magnesium,,Day,Local,Type_C,198.62819567012133,116.07520353791251,116.73880396009334,171.4669184474326,42.62630216326839,8.67493711415726,98.98375918151584,5.464853901674083,10.10000930123059,9.646263858383003,79.00120418425269,12.790632474164983,24.67883082368252,15.397393705726907,0.8381182497707522,11,29,2,8,18,0,1,2023-05-23 16:30:00,8.57334592237163,0.0,4.0370816028366745,20.0,1797.3249548895624,42.16469324515649,4.022561417377362,True,False,False
Zinc,Catalyst_B,Day,Local,Type_B,428.7852384458855,149.76784344495752,36.63790074491138,434.3407410876169,58.1248642247525,5.172571602496513,86.70980956531547,2.5283852251760344,20.806733564303528,1.016761677618275,84.9771307077422,30.690017792070247,30.661514577632648,0.7576120095508632,0.9969350822421508,18,7,2,12,52,0,4,2022-02-02 00:10:00,21.71703705438085,30.0,113.97274949054868,20.0,2450.140274934703,42.15304943269545,7.472546334183998,True,False,False
Zinc,Catalyst_B,Night,Local,Type_A,301.8301544640276,69.63136243615287,80.94270273584479,1566.4804070402722,60.31570196271407,7.497166389489959,90.66230542454043,8.216208177275622,17.787031877334076,1.2826754610629665,93.12539783101894,43.21683522323042,28.601567272013494,4.360989108973488,0.5370692491067371,4,4,2,12,25,1,2,2022-06-18 15:20:00,78.32402035201362,30.0,56.367955920977394,0.0,2541.274365557315,42.13288219920376,25.971353330325794,True,True,False
Aluminum,Catalyst_B,Night,Local,Type_C,172.47895480990752,58.02739677255177,161.78908290121046,1361.6183900948802,42.09441884400014,8.578202633941057,84.79196482936278,6.942941858614667,15.859185982154337,3.10185123390397,77.10502113022628,48.13579548902877,15.314243271241054,10.075473277872923,0.6556963221529151,1,8,3,8,13,1,2,2023-04-09 02:20:00,68.08091950474402,30.0,52.4613202188764,0.0,1773.15491382003,42.12327815692754,32.3467677541997,True,True,False
Zinc,,Day,Local,Type_B,441.5542360663712,137.52464119651688,108.57524531308074,903.8697706027892,71.81879962822887,6.392952296036027,93.51760513451283,5.487179935570284,36.46410398384658,7.566470153524228,75.78398780966081,52.87914950660012,33.53251684705857,14.344969315480348,0.8487792131155711,19,15,2,12,21,0,6,2022-07-28 22:30:00,45.19348853013946,0.0,57.24657825421502,20.0,3023.578885323521,42.10010332914395,12.585420186381352,True,False,False
Aluminum,,Night,Imported,Type_A,390.5459055797645,50.45657639652923,76.61037302556373,1674.9423504346505,42.90495302208387,3.764341127306293,80.1495374279478,2.610736952199504,23.149390357770173,3.363361849219375,82.75349935804377,25.52510296863473,5.002399566330986,10.192748192252798,0.9059277756562932,9,23,5,8,48,1,2,2022-07-21 07:50:00,83.74711752173253,0.0,155.05033762758694,0.0,1806.1338872284343,42.0961627973066,39.038438046361,True,True,True
Zinc,Catalyst_B,Day,Local,Type_A,398.1647710520936,142.99169151698982,42.22267912419613,1021.2222623080082,72.21356888310306,7.048178884016436,90.6589672262622,5.4859495703908365,11.042963810170782,6.18904201939346,85.06106303358875,30.843803338754118,1.828597602996012,18.25208763896302,0.8290812430173184,11,21,5,8,25,0,2,2022-07-05 22:10:00,51.06111311540042,30.0,74.3854035149082,20.0,3039.405345331821,42.08911693939279,14.141694948786274,True,False,False
Magnesium,,Night,Imported,Type_B,380.1725284631085,82.71322708295031,103.83951608165468,1483.234591823288,91.72107975537644,9.27793594267107,84.06979056863469,1.1266026704677146,27.173291506235195,4.455316949205752,86.39337317138654,22.748817767486717,29.10416320292724,17.326386851466033,0.5887104730974446,6,3,3,12,5,0,3,2022-12-01 22:00:00,74.1617295911644,0.0,121.1245599693802,20.0,3860.241733056576,42.08674541721473,16.171141855058078,True,True,False
Zinc,,Day,Local,Type_B,481.8048067951783,85.74700135754924,66.92630842920434,1601.1631072671491,119.86054843211456,9.624690443756524,80.73756422864108,0.358414080581072,18.606635863868146,1.9648401396080024,73.18819613736858,29.436421754340323,14.50743271102742,12.840017613295077,0.7669137748937134,16,7,2,8,27,0,1,2023-04-26 09:10:00,80.05815536335746,0.0,185.61468290448232,20.0,5044.362338406002,42.08525994908974,13.358549816531168,True,False,False
Zinc,,Night,Local,Type_B,228.6639146074341,142.17282881032978,65.91017865612221,1934.982094504427,56.88873140394793,9.02357040700296,91.00800192406815,2.664200686862337,13.480312664335962,1.38937931935195,71.5977204964956,33.65665592815532,32.25112727641843,8.601451635781427,0.978525672099833,1,3,4,12,39,0,1,2023-05-04 13:10:00,96.74910472522136,0.0,41.12290960370175,20.0,2393.134507289012,42.06693396441136,34.013451289056945,True,True,False
Magnesium,Catalyst_B,Night,Imported,Type_C,362.9807101541149,119.7299928236936,71.30589197739627,1078.9139276915705,40.372965906905776,4.0413309531377966,98.21966107680235,2.8678209348991954,11.680954477222324,4.502065462314412,84.00682441263388,51.59083256669432,7.684037568968862,10.959312614068908,0.8526671243801338,11,18,4,8,28,0,2,2023-08-16 06:50:00,53.945696384578525,30.0,12.92457373314578,20.0,1697.5306846577505,42.04622193405386,26.723672721478774,True,True,False
Aluminum,Catalyst_B,Day,Imported,Type_C,407.8128430735288,104.56613293475706,90.1932161518262,1452.1348705025669,92.9196939457749,8.793042214258687,90.07981617269164,8.08392891331266,30.817321212215656,5.977589053153008,97.21394993061963,14.15158070784502,33.68650515869583,5.618039102872809,0.91876793160542,11,26,2,8,35,1,1,2022-09-30 01:50:00,72.60674352512835,30.0,80.91156740853316,0.0,3906.860068314911,42.04555463338951,15.627848186305785,True,True,False
Zinc,Catalyst_B,Day,Local,Type_A,398.5868836002647,62.54346711642518,146.17871597155343,611.4634878856532,75.71000651356749,7.584990630305745,94.94646540812953,4.468254801902454,34.30198111115956,3.089219220210205,96.922710239446,38.00633995924677,21.93209038895912,8.692296476552473,0.5574649488498724,3,6,5,8,32,1,1,2023-05-11 17:10:00,30.57317439428266,30.0,40.28545208279588,0.0,3182.121805836224,42.03039931407187,8.076389318181828,True,False,False
Zinc,,Night,Imported,Type_B,475.4132629371215,110.17568250660872,136.01824111129753,1572.2690546012152,60.10974527271188,4.517965571338785,86.00223397146755,5.648353362998094,27.91910101371816,2.224264169988305,81.48688875359228,35.08923676693663,25.908835171545803,4.929478361939967,0.5358698903520431,7,17,3,12,14,0,2,2023-05-24 15:20:00,78.61345273006077,0.0,133.09447242910014,20.0,2526.378132134299,42.02942668734288,26.156641447538803,True,True,False
Aluminum,Catalyst_B,Night,Imported,Type_C,333.7294125333871,120.82647233885656,109.43033456322462,1587.716780401691,80.55784633394504,9.337756780783703,99.45176034536686,8.548500086392,34.40660763249672,9.664834339585806,90.54801979892798,23.337087540150307,35.26617687139348,3.2563847243942567,0.7959570979251837,4,26,1,8,15,0,1,2022-11-09 18:40:00,79.38583902008456,30.0,3.65927395736444,20.0,3385.772335383699,42.029082075361046,19.709027148267584,True,True,False
Zinc,Catalyst_B,Day,Imported,Type_A,438.9002930046258,125.17549112729763,79.0945209156022,552.335296156758,63.9646287109546,5.6519059181043065,89.77649503086126,7.073463905698403,32.79625155739228,6.564310607805721,87.3242277376257,40.96183266967486,32.565223154918854,18.16371066518695,0.6582715429949704,9,2,1,12,29,1,4,2023-02-11 07:00:00,27.6167648078379,30.0,89.74198652978484,0.0,2687.4684580799512,42.014915309274585,8.6350113693721,True,False,False
Magnesium,,Night,Local,Type_B,289.7680563063971,122.39832500845492,50.09673122630133,1514.8138435355695,47.59857243446108,5.700756473496845,87.18430235116432,9.680437964734327,25.945373524057896,5.021574231054806,87.91795293789146,28.328232363879536,12.448088066380407,14.07337772668862,0.8038691329833094,18,11,4,12,11,1,0,2023-10-16 20:10:00,75.74069217677848,0.0,74.27159595827156,0.0,1999.50782820504,42.007726827483765,31.82477469510941,True,True,False
Magnesium,,Night,Imported,Type_B,244.4669866975037,106.26125003722596,99.72754912901948,1952.326620656295,57.57371578894325,8.523798958732465,82.8106884253094,6.449022385291244,29.452059312747537,2.530585002380933,90.42570385043808,35.16656492084878,13.768145846752924,6.374322808220219,0.8194544917878077,2,7,1,8,19,1,2,2022-02-14 02:10:00,97.61633103281476,0.0,84.04438408138267,0.0,2417.3032964277986,41.98623040571632,33.910033318211326,True,True,False
Aluminum,,Night,Imported,Type_B,338.1305198676093,144.6637716755774,97.39093330084508,1972.536563326846,89.79362820423498,9.935107232979815,82.2117775843297,3.6754299656154688,38.93150698083405,8.574485038947032,73.56569229376318,47.94509871806903,16.484182080633886,14.698894227117377,0.547171575225402,3,29,4,8,21,0,3,2022-03-24 05:00:00,98.6268281663423,0.0,120.29481785862524,20.0,3769.572213902603,41.9803975993568,21.96744471490032,True,True,False
Zinc,Catalyst_B,Day,Local,Type_C,469.2107720061315,94.32905216194938,41.21827037549619,1639.7091011101504,114.42501228753066,9.279715488601497,82.06180388826097,7.06289238042795,16.203722211458064,8.186828689150623,75.77280460085913,57.629677617313824,16.15365108641788,8.532839761906379,0.951663171840516,5,19,1,12,34,0,0,2022-08-08 09:00:00,81.98545505550753,30.0,168.33589691972918,20.0,4803.198480912112,41.97682294184499,14.329988420624673,True,False,False
Magnesium,,Night,Imported,Type_A,409.8836388275135,72.66866467174837,45.93105497328556,662.1190995632423,51.13086503952593,4.557138365704375,80.00022893672313,2.7652482556342592,23.15829337260104,6.864453291025747,82.7643544497282,45.59638145979454,30.84237897490525,18.201813604237152,0.6652672188409816,14,7,4,8,13,0,2,2023-08-30 17:10:00,33.10595497816212,0.0,163.95157878266266,20.0,2146.030107729042,41.97132409299327,12.949499271162367,True,False,False
Zinc,Catalyst_B,Night,Local,Type_C,423.8066505707631,112.39817133090985,135.42159587753582,540.1863852656202,69.41649431995593,6.289239668087592,88.38260504611598,1.3884588659674146,23.210402729742555,7.34115935325981,84.36757823833648,59.79140319811116,5.547344031672159,18.10651921139019,0.8468394214272577,3,19,4,12,38,0,1,2023-04-18 03:20:00,27.00931926328101,30.0,98.47058487526542,20.0,2913.43505499633,41.97035709650887,7.781815987073361,True,False,False
Zinc,Catalyst_B,Night,Imported,Type_C,248.5070566299012,62.88541933611344,58.79482664141203,1037.4277089977932,54.542886715599565,8.374727605244114,90.77167085673564,3.3401617896198,12.183150222083365,4.590452412362142,83.76554953763733,23.166650670315114,27.297662744162206,13.013597326374663,0.8408511360726564,12,4,4,12,23,1,3,2022-06-04 13:10:00,51.87138544988966,30.0,45.866098260091206,0.0,2288.905350662003,41.96524035474938,19.02040341955504,True,True,False
Aluminum,Catalyst_B,Night,Imported,Type_A,419.5019444020664,58.15812239723918,118.23959903281994,211.77914324355032,103.36510496985711,9.801346129842836,81.94669867456193,2.291893236900317,23.37924599470444,9.837259062252556,80.77717420820755,45.50656749758529,19.111951283416367,3.4190613658360047,0.9735047578270551,10,25,3,12,18,1,2,2023-03-01 08:00:00,10.588957162177516,30.0,151.4679001779535,0.0,4336.959994013101,41.95767996634673,2.048845626435618,True,False,False
Aluminum,Catalyst_B,Night,Local,Type_C,489.94554302188266,147.857786884775,146.315083262834,178.79550409011196,73.57530127909433,5.813105971742899,82.90960037370787,7.131634534158696,24.616544183336543,1.5212214153649046,92.07630382605608,37.514159463740754,35.69911764955013,11.07953190846813,0.5366734450038094,15,15,2,8,46,1,3,2022-10-13 08:20:00,8.9397752045056,30.0,167.46730250729357,0.0,3085.822966972244,41.94101707129603,2.430102235149323,True,False,False
Magnesium,,Night,Local,Type_A,379.782855148901,95.18399172423732,170.87127127251563,1502.9668326505578,67.9029828140373,6.692462043609416,91.43290551532876,6.357240714953541,23.82749438758062,2.2870394831719683,89.01755671422873,16.31974575052351,13.903184674083231,0.4501632335608363,0.8475769872083248,6,23,1,8,15,0,3,2023-01-31 11:30:00,75.14834163252789,0.0,65.07271207437695,20.0,2847.360994944497,41.93278228649293,22.134032561819296,True,True,False
Aluminum,,Night,Imported,Type_B,422.5503044639417,100.9685515235785,75.4720289373948,1284.144011550099,105.1991659079423,9.849593685328106,87.87598643064337,1.3175808580622173,22.06593360610973,8.20022251438628,71.44026386142698,13.490208000063888,4.028368564985021,19.875787278888023,0.5769606561349633,18,11,4,8,32,1,2,2023-05-02 05:30:00,64.20720057750496,0.0,102.46011250113216,0.0,4410.00350284873,41.92051776064305,12.206788908134765,True,False,False
Aluminum,Catalyst_B,Night,Local,Type_A,390.1444710912022,105.60665593920864,41.88122998485359,738.2046504880763,79.41368145157506,7.939343059770061,87.27149443077542,3.792835875322913,13.537875145182795,6.561193750128402,78.1957417131984,14.114462852120642,1.80396273931283,6.025815525447083,0.9574699696518596,10,13,1,8,50,1,1,2023-07-11 16:10:00,36.91023252440382,30.0,99.3191214617309,0.0,3328.8130166436413,41.917374384330586,9.29568604546081,True,False,False
Zinc,Catalyst_B,Day,Local,Type_C,206.4631529718208,60.95544880559905,159.17621795081303,1050.1380390162758,52.72329823933703,9.500884545255769,87.68149591345014,9.75090663256475,15.263132338866804,6.790866036753299,82.47451209166766,15.625564329592375,15.049781680450124,17.331936553526795,0.5513092793926856,8,4,5,12,3,0,0,2022-12-16 05:30:00,52.50690195081379,30.0,50.86634387210688,20.0,2209.4856868772167,41.90719777900223,19.917912461568353,True,True,False
Magnesium,Catalyst_B,Night,Local,Type_C,359.192045156715,124.29931130790013,118.33821991513156,719.8885842893252,62.31738983067739,6.793526067195884,98.50506172067853,3.352872028520273,30.569141079374614,3.4149559264458764,96.11980728691285,37.97408692465203,25.096645009550983,0.3400506108098144,0.9896718224324228,9,17,4,12,14,0,1,2022-10-09 19:50:00,35.99442921446626,30.0,10.739398758650925,20.0,2611.464310181192,41.905867965214895,11.551969462221296,True,False,False
Aluminum,Catalyst_B,Day,Imported,Type_A,494.12621067443536,77.88406391036287,120.41371719725744,1614.7261464212845,88.28507076345312,6.839541622494226,95.47329113725417,9.918844705720316,22.242245236766323,8.657564733308151,90.41115463842972,42.08335363481786,11.273195553756665,19.89829608039761,0.8266857040604063,5,13,1,12,11,0,3,2022-09-06 21:30:00,80.73630732106422,30.0,44.73530994349961,20.0,3699.108487997885,41.89959249066133,18.289911674281896,True,True,False
Magnesium,,Day,Imported,Type_B,336.0468648130019,61.19864073252543,77.75013279408944,661.5199606529238,48.71026283054431,5.646609377903766,93.9515532439262,1.715986845142351,20.78085578483667,4.349450621456704,82.77242780107866,57.08945513580559,16.794349572491317,17.66953303424171,0.8941192274909822,7,8,3,8,15,1,1,2022-07-18 21:20:00,33.07599803264619,0.0,40.65123138733944,0.0,2040.576450641507,41.892125643837446,13.580710146324861,True,False,False
Aluminum,Catalyst_B,Night,Local,Type_C,365.1291699839635,76.30623425897669,176.9947029296283,117.50249151958138,43.119318722550695,4.52738410336224,88.84205315497525,0.5779533706926698,24.788556394188166,4.466043137395893,88.22485153819616,32.45600995892804,18.002432194749282,11.779058959019544,0.7331986847847163,19,28,1,8,4,1,7,2022-08-11 19:10:00,5.875124575979069,30.0,81.48183740498148,0.0,1806.239810856924,41.88934019294442,2.7250544535651375,True,False,False
Aluminum,,Night,Local,Type_C,363.7422752938992,92.91266228513746,38.48997405214458,1959.954643204897,81.47234991033257,8.331990249203013,87.34819536785488,3.896311724512028,37.01756671848719,4.151781193281813,92.04386141366464,30.75556484780772,22.70581608498413,19.82719883398994,0.6835259409668879,8,15,3,12,28,0,1,2023-02-18 11:50:00,97.99773216024484,0.0,92.03992406940714,20.0,3412.7320538080903,41.888224134495935,24.056684818370872,True,True,False
Zinc,,Night,Imported,Type_A,487.33492192693103,91.48432189651604,99.65043233232144,1448.2595429379785,105.96881757662204,8.386893977554017,85.70761331271248,6.481641463350685,31.759358462660597,1.6870331647938517,73.6629155796675,52.27247354415953,32.310362347575904,1.660400600584202,0.8823452282090817,13,26,1,12,35,0,1,2022-12-30 10:10:00,72.41297714689892,0.0,139.30358300797542,20.0,4438.343331378012,41.88348452759524,13.666846304959446,True,False,False
Zinc,,Night,Imported,Type_C,468.8584918867738,53.50889146367713,78.39133683981055,353.8205377480956,76.32237896134757,6.339182610299086,87.11648148025527,7.203053180820785,39.38925319138135,5.176963906959984,87.94557736124369,33.031288839130426,6.966294853454147,9.391672618273844,0.5608681691217752,11,15,2,8,11,0,2,2023-05-15 13:00:00,17.69102688740478,0.0,120.8109412672567,20.0,3194.460360089638,41.8548321417946,4.635868831175758,True,False,False
Zinc,Catalyst_B,Night,Imported,Type_B,475.0732349188983,113.82879580154338,126.46019806821823,1996.178434261525,63.212418746443774,4.566202190270637,85.00546150149005,0.1286730040506689,36.8539606498537,6.267061365029097,78.70527059950035,58.10797875627012,39.48832471741159,16.52469531327985,0.9887501270355368,11,12,1,12,6,1,1,2022-05-17 13:40:00,99.80892171307624,30.0,142.4700782120617,0.0,2645.505504840944,41.85104062308604,31.578896581517483,True,True,False
