metal_type,chemical_additive_type,operator_shift,input_material_source,equipment_type,mass_input_kg,reaction_temp_c,reaction_time_min,energy_kWh,batch_size_kg,raw_material_cost_per_kg,material_purity_pct,moisture_content_pct,ambient_temp_c,reaction_pressure_bar,process_yield_pct,cooling_time_min,maintenance_hours_last_month,downtime_last_month_hr,regulatory_compliance_level,equipment_age_years,operator_experience_years,num_operators,shift_duration_hr,week_of_year,quality_check_passed,num_defects,timestamp,cooling_energy_kWh,process_additive_cost,impurity_penalty,rework_cost,cost_eur,cost_per_kg,energy_per_kg,anomaly_cost_per_kg,anomaly_energy_per_kg,anomaly_isoforest,anomaly_label
Magnesium,Catalyst_B,Night,Local,Type_A,403.2652252625236,87.8201426406749,139.5813313080971,900.9767422553848,43.47674649433031,7.16159084337338,88.26014165389536,1.831045497479892,20.101020049334856,5.792167475428337,73.75546444506949,56.22831524274601,33.97643964060562,1.404063678370755,0.8027557102232191,3,17,3,8,10,0,5,2022-07-14 01:10:00,45.04883711276924,30.0,94.68553240984008,20.0,3168.304351006092,72.87353830441896,20.723186873536616,True,True,True,Anomaly
Zinc,,Night,Local,Type_A,443.1731089435742,110.43056338721128,178.73052639476015,1470.8158190707463,51.19008425742349,9.975357405917585,94.90027055464088,9.204352192371037,13.99911276924762,8.384440726126137,75.6312433463138,19.62074191939,28.1628853358783,15.097551927950468,0.8334727793975715,1,24,5,8,4,1,1,2022-07-14 06:10:00,73.54079095353732,0.0,45.20125906141776,0.0,4689.470427538251,91.60896090649025,28.732435986515323,True,True,True,Anomaly
Aluminum,,Day,Imported,Type_C,341.0282871078452,67.24455874814396,39.49851638147595,1799.9823187920797,46.19716412702411,4.27449913765876,81.86906504980638,8.00404631303784,15.635891629031526,2.898512189118035,94.39476440421156,43.08465778015877,12.8175646658865,11.227306157222628,0.8227131527301685,7,20,2,12,1,0,2,2022-07-14 19:30:00,89.999115939604,0.0,123.66323379456593,20.0,1865.8010702429972,40.387783655134655,38.963047901443325,True,True,True,Anomaly
Aluminum,,Day,Local,Type_C,490.8905438041832,69.05660940084235,37.30341569808575,1881.246814910873,49.41307894933301,4.548538324153452,87.50043722668427,7.57923427146511,34.850914946448455,5.201751180262739,80.81365623496023,18.76195243530309,30.088234680819397,6.866927333178447,0.567168197426885,18,8,1,12,28,1,5,2022-07-14 21:10:00,94.06234074554364,0.0,122.71834334214968,0.0,2567.6255200637856,51.96246772431581,38.07183957995935,True,True,True,Anomaly
Zinc,,Day,Local,Type_A,492.6417278731818,107.0570221963976,120.45113860545172,1990.704215044744,67.23811458390416,9.757226702882043,91.96418936742434,9.331696946020774,24.51545658156301,4.705446882380416,70.08867899528558,11.7372412944962,31.38699033656158,10.670984187277748,0.8258815364918715,1,21,5,8,51,0,1,2022-07-15 09:30:00,99.5352107522372,0.0,79.17551269787516,20.0,5158.315406152576,76.71713340081374,29.606782215176658,True,True,True,Anomaly
Aluminum,,Day,Imported,Type_C,452.57409394299367,108.60388395243666,140.65603958014725,1760.0667848585474,69.47900010196449,9.70876942503528,84.65399185461388,0.9148394591145526,35.0340958284755,1.6753537937404837,71.7917669453192,58.04138502083856,8.01446563665673,0.627746389548649,0.8441138157766943,19,28,4,8,35,0,2,2022-07-15 10:30:00,88.00333924292738,0.0,138.90411464079853,20.0,4828.879313881554,69.50127818182317,25.332356284280813,True,True,True,Anomaly
Aluminum,,Day,Imported,Type_B,490.4887332193232,141.53489944508743,103.37364109468466,276.96052264561945,49.01615156221828,8.148072912539643,88.39889345067876,0.6843963006493314,16.409889805106594,1.995860986216012,70.58979463171285,30.01692547915824,37.52066893069403,10.298933664742894,0.9894919492127432,17,2,3,8,25,1,1,2022-07-15 23:40:00,13.848026132280973,0.0,113.80424110637946,0.0,4177.504587722534,85.22710279324663,5.650393060623327,True,False,True,Anomaly
Zinc,Catalyst_B,Day,Imported,Type_A,408.5822369478122,124.40441875851828,168.53085770754976,163.87132903198105,52.56744514335941,9.960727912255072,97.078190731424,1.9430712335212883,39.0290032727222,6.687230485042991,94.01440939477251,28.17601678807039,39.2633728810197,1.8865888260347496,0.9216218277924122,7,6,3,8,29,1,3,2022-07-17 15:10:00,8.193566451599052,30.0,23.87598733779278,0.0,4157.280768616103,79.08470265729231,3.1173538790991087,True,False,True,Anomaly
Magnesium,Catalyst_B,Night,Imported,Type_B,135.6416364972792,88.78709942007345,95.19261107920468,1856.220369374948,43.81499284573947,5.7942394088863525,88.36843559118998,5.328325431706079,16.964487353180886,8.25465709920639,82.06922917633295,41.70671269066096,24.103548037410548,8.205699356147797,0.9197139293580516,14,25,5,12,12,0,4,2022-07-19 12:00:00,92.8110184687474,30.0,31.55448862868999,20.0,1128.9583989265848,25.76648598121051,42.36495886031955,True,True,True,Anomaly
Magnesium,Catalyst_B,Day,Imported,Type_C,472.77362079036334,127.06738682953194,157.53009619932791,1978.542695842669,43.98274667772354,1.547589387083027,85.90796732446785,0.9085843666571958,14.760372906836196,6.045913409957223,78.56955344387198,14.756531226649772,23.33537382602085,5.655593822301737,0.9673039308315214,7,19,5,12,12,1,2,2022-07-20 21:10:00,98.92713479213346,30.0,133.24682624614894,0.0,1167.6729685698272,26.54843220969718,44.984518823713316,True,True,True,Anomaly
Aluminum,,Night,Imported,Type_A,390.5459055797645,50.45657639652923,76.61037302556373,1674.9423504346505,42.90495302208387,3.764341127306293,80.1495374279478,2.610736952199504,23.149390357770173,3.363361849219375,82.75349935804377,25.52510296863473,5.002399566330986,10.192748192252798,0.9059277756562932,9,23,5,8,48,1,2,2022-07-21 07:50:00,83.74711752173253,0.0,155.05033762758694,0.0,1806.1338872284343,42.0961627973066,39.038438046361,True,True,True,Anomaly
Zinc,Catalyst_B,Night,Local,Type_C,435.1252465658073,71.58678900750772,77.62648616962188,1992.4497129052847,62.521184169689946,9.161274203213807,84.46771536048821,9.62043539929103,24.690669162201576,6.4769510932028025,76.4122911525859,55.7503508905381,27.23744855167638,7.111189760423575,0.9041088874606644,2,26,4,8,46,1,2,2022-07-21 08:30:00,99.62248564526423,30.0,135.16978366995733,0.0,4379.131610200279,70.04236513362885,31.868393719119886,True,True,True,Anomaly
Aluminum,Catalyst_B,Night,Imported,Type_A,445.62067261869487,81.68430143820956,53.85654375512359,1573.008355828323,43.241462801317645,3.474935609060269,81.25531426500281,1.473624661216223,15.83433454527491,9.087295241553203,91.1061261915728,53.2390204691112,5.275292453055869,11.601017935875962,0.7041989843734635,10,3,5,12,44,0,1,2022-07-22 15:50:00,78.65041779141615,30.0,167.06038930511005,20.0,1977.2779293493957,45.72643479787979,36.37731598155811,True,True,True,Anomaly
Magnesium,Catalyst_B,Day,Imported,Type_C,367.0213361426208,147.64048599627458,52.28905774112062,1454.075951588349,41.844415127937246,4.94747520913659,86.64736467571218,0.5125343875967336,21.25894595658665,9.725259168385618,75.1925986029395,24.33393452126469,4.505882969341206,0.7271397261193435,0.9835461597146028,1,17,2,8,20,0,2,2022-07-23 16:50:00,72.70379757941745,30.0,98.01404115490546,20.0,2188.839970546512,52.309010984004466,34.74958240287463,True,True,True,Anomaly
Magnesium,Catalyst_B,Night,Imported,Type_A,413.8877190299271,67.69718048347671,33.71713841249514,1297.559247313277,43.060253424534594,7.005954243148987,96.20251101236512,2.4520980928919367,19.205572569554214,4.896937932222643,83.2548181902246,21.06096864557042,21.3366796139487,4.099074352135627,0.5962338128681344,14,8,3,12,31,1,2,2022-07-25 20:20:00,64.87796236566385,30.0,31.434681102669337,0.0,3145.6653672302764,73.05264407566072,30.133572009447626,True,True,True,Anomaly
Zinc,Catalyst_B,Day,Imported,Type_B,473.7365815936512,55.17934061283435,168.43193875596862,1803.166244311135,47.56194111889816,6.29180353703291,90.27999208646108,5.230208204857162,39.95572374561054,8.063016742453367,72.71599241180061,47.817134389989405,23.196432769468647,1.3289998522370805,0.8177090608340508,3,13,3,12,1,0,5,2022-07-25 21:10:00,90.15831221555676,30.0,92.09446644046332,20.0,3369.511231572222,70.84469540780344,37.91195653271327,True,True,True,Anomaly
Zinc,Catalyst_B,Night,Local,Type_B,476.6088910615371,53.77726181183885,80.64494176623965,1848.2252618693144,59.05970158740194,8.82343395590247,95.98412356896256,3.650625333955437,30.751456699892685,7.333194067485593,99.36885919788968,55.74434170975604,24.631031159585987,11.444034343994144,0.7641717233722074,10,29,1,8,13,1,0,2022-07-26 06:00:00,92.41126309346572,30.0,38.28004824873841,0.0,4514.545289231551,76.44036742296292,31.294185581587165,True,True,True,Anomaly
Aluminum,,Night,Imported,Type_B,478.9633592257522,137.59694970775232,162.18719615399374,688.1924938110863,46.45407211014054,8.732465944607883,80.88837236134601,1.5709120810370525,28.43776842166344,6.993181833053641,71.58360300760725,41.47863541472529,0.2525594594574842,18.38667952885061,0.8728150915693624,4,22,4,8,26,1,0,2022-07-26 22:30:00,34.40962469055432,0.0,183.0753874816289,0.0,4474.636685376562,96.32388469125802,14.81447077835098,True,True,True,Anomaly
Zinc,,Day,Imported,Type_A,483.1652876769624,145.32221096159344,170.57862976369285,811.2550709318366,50.77067251841631,7.2442997563332705,94.80034903274137,5.3054695230334445,19.920089723416915,6.987707165151368,77.99062989740523,18.174988942769733,6.48677296534518,11.04918180754803,0.5215724465404445,18,12,5,12,29,0,1,2022-07-27 02:30:00,40.56275354659184,0.0,50.24581710830623,20.0,3705.3904393094895,72.98289062382251,15.978812780893652,True,True,True,Anomaly
Zinc,Catalyst_B,Night,Local,Type_A,367.5408374827849,89.70641114699315,101.62645420983868,1377.7191270111043,45.90795468039551,7.753611082296675,84.83050932745395,4.318184746701254,35.06413682294412,4.449620400670803,89.98380414019434,14.053673296458044,14.386878677230182,3.1424139681088104,0.563927006348502,6,11,5,12,32,1,1,2022-07-27 08:30:00,68.88595635055522,30.0,111.50814611949738,0.0,3193.3666824900374,69.56020377561559,30.01046630377206,True,True,True,Anomaly
Magnesium,Catalyst_B,Night,Imported,Type_A,396.7833392805598,108.47809560102002,59.48819613135892,1936.1497639197185,66.71399343660639,9.70134336181372,90.49623300845644,5.968834729331847,26.109355100217243,3.0482378720620518,95.3574062795636,46.58101935400783,36.75460911244556,2.1247702951786995,0.5786118399885696,10,24,5,8,46,1,5,2022-07-27 18:30:00,96.80748819598593,30.0,75.41872805298037,0.0,4228.187507420649,63.37782059828869,29.021643948799216,True,True,True,Anomaly
Aluminum,Catalyst_B,Night,Imported,Type_A,474.03574050926846,94.44623051947052,42.16223175711204,789.8835772596534,48.8923520960541,6.782783561065781,90.82250670889236,5.560180768225385,35.22432929029374,8.116015779664455,98.64927425035036,26.959853172915267,4.24711545343726,18.291608597486245,0.8878379416272741,9,17,4,12,32,0,1,2022-07-28 03:00:00,39.49417886298267,30.0,87.00919656538107,20.0,3464.0952731975444,70.85147522442712,16.155565101630724,True,True,True,Anomaly
Magnesium,,Night,Local,Type_B,434.1918098610561,141.591413636421,50.420498298053474,1938.2803008943508,46.45385833179334,4.033463992012098,89.84214201613327,4.904725516757381,23.082238327586225,3.382544983524402,76.04996249210562,39.9063100014017,11.888970421848084,14.463992530996252,0.7721732355048676,11,2,2,12,43,0,4,2022-07-28 20:20:00,96.91401504471754,0.0,88.20917484653353,20.0,2107.535870440297,45.36837081190057,41.72485064750323,True,True,True,Anomaly
Magnesium,,Night,Imported,Type_B,402.0138475614479,76.62664860274569,56.82338498790318,1429.9610393437708,40.4933001489499,7.311338535867923,99.13035416491644,3.481449907160089,10.668140130448831,9.337761116276502,87.28081734669095,42.72231391715585,34.52188082616553,8.955310088855322,0.600698794911261,16,6,4,12,36,1,3,2022-07-28 22:10:00,71.49805196718854,0.0,6.992193363554741,0.0,3121.4086056461115,77.08456940195966,35.31352184395506,True,True,True,Anomaly
Zinc,Catalyst_B,Day,Imported,Type_B,482.6875443154841,97.56313718342764,94.5036058946672,1070.42070848411,54.30713749676407,9.55245470799142,91.2362835744051,2.841594553854188,30.94580808146356,3.035824256784304,79.00512025161373,42.36370447167906,32.01173149980373,3.886853086899333,0.8349513513747713,13,28,2,12,5,1,1,2022-07-28 23:20:00,53.52103542420551,30.0,84.6027352109534,0.0,4849.4151650496615,89.2960923476885,19.710497695590966,True,True,True,Anomaly
Magnesium,Catalyst_B,Night,Imported,Type_B,472.8125680030093,52.05054814669209,41.69718283838412,1860.220547898564,41.06061167443754,5.669495782538713,99.42103862635112,4.621547118133282,21.210259292585445,8.610726356048747,76.0923143252827,46.56348087244894,34.14717896828138,13.131641199464188,0.9479183871451616,8,25,3,12,7,1,2,2022-07-29 19:00:00,93.0110273949282,30.0,5.474804276989522,0.0,2958.133704366675,72.0430988174556,45.30425807213808,True,True,True,Anomaly
Zinc,Catalyst_B,Night,Imported,Type_B,469.3596714446479,120.90832917423276,47.12178561736287,1373.0106185180202,41.32556363452056,8.077534101911219,93.86309605031607,1.0598516954556636,19.100537628247498,8.92260346128324,76.3957653483282,17.72547893814788,13.207144805373776,0.7638849043378615,0.5863234109819689,6,25,2,12,31,0,1,2022-07-29 23:00:00,68.65053092590101,30.0,57.60830443022017,20.0,4108.878703740352,99.42704569207797,33.2242442150529,True,True,True,Anomaly
Zinc,Catalyst_B,Night,Imported,Type_A,445.51562326710894,69.08099818933403,100.96074037842396,884.5468026673057,47.03630492838562,8.239702621992116,83.54944844672822,8.640630837475996,21.70020254930395,6.9680588471820455,94.798452707268,32.87061691770364,17.714035036494238,6.9369153318711385,0.8305918573548077,14,10,1,12,12,0,1,2022-07-31 11:20:00,44.22734013336529,30.0,146.57955456687165,20.0,3969.2429536014993,84.38679355542081,18.805618426321082,True,True,True,Anomaly
Magnesium,Catalyst_B,Night,Local,Type_C,354.3238781547563,148.9988468744695,98.75808505429148,767.3013922059929,46.29230306237142,8.817586622295504,88.53336861012161,2.688629614915903,35.503425337237225,9.047792704581884,99.74099508443648,56.81191504471316,37.680281782099264,16.54192245968757,0.9246552169602448,5,14,1,12,36,0,0,2022-08-01 01:50:00,38.36506961029965,30.0,81.2580260686555,20.0,3341.3094132313795,72.1785090002868,16.57513974131246,True,True,True,Anomaly
Magnesium,,Day,Local,Type_B,425.7476331516637,56.47726424546308,167.68367522288244,1940.3641304380476,49.900115829391424,5.172962202033758,98.01860295584304,4.768393490735143,39.27879627915562,4.525581356984505,93.90686441627142,45.20584879789349,16.791474094840574,17.16268543824245,0.5254723510372733,11,3,3,12,17,1,4,2022-08-01 11:30:00,97.01820652190236,0.0,16.871502037670496,0.0,2487.272639330924,49.845027370976716,38.884962453236696,True,True,True,Anomaly
Zinc,Catalyst_B,Day,Local,Type_A,487.9224884664471,71.19207669214346,72.32341563435207,1397.074006190241,66.4971506512037,8.814626361030676,86.77749611341156,9.41198311565896,21.842218200917813,4.273171173176555,89.31078501850175,56.761429624352125,24.399907457775328,19.686775815560893,0.7114919919775733,5,26,5,12,44,1,3,2022-08-01 12:00:00,69.85370030951206,30.0,129.03114000203004,0.0,4662.165194849341,70.11075135089189,21.009531874806008,True,True,True,Anomaly
Zinc,Catalyst_B,Night,Local,Type_A,141.6176074204824,54.81646320594944,82.96654612426852,1674.6924021125667,41.29359347229573,7.034152588592613,81.92920008431815,2.032732630053231,14.168833027968816,1.4934324261315155,83.94763206277888,28.050686012791672,38.18347590438145,5.7450351279107,0.6281015538315111,14,13,5,8,28,1,1,2022-08-01 13:50:00,83.73462010562834,30.0,51.182868964662354,0.0,1296.3631747249644,31.393808717439594,40.55574391306327,True,True,True,Anomaly
Zinc,Catalyst_B,Day,Local,Type_A,420.0035454881353,133.19529724313503,162.04003733485834,1750.220232458064,46.20768014909464,8.940694562441882,90.86795197319832,3.599597762367255,28.873131581318617,5.87335681308709,92.60188833174251,12.633637819329063,30.147660961752244,19.233190833227805,0.8682102477028608,10,14,4,8,12,0,1,2022-08-01 16:50:00,87.5110116229032,30.0,76.70985097649276,20.0,4122.699102153336,89.2210794580241,37.87725821358631,True,True,True,Anomaly
Magnesium,Catalyst_B,Night,Local,Type_C,143.75166796784657,128.72876699581502,84.34129133527475,1926.599688381222,45.60610653478805,5.293302339624521,89.91639321056869,1.1811621428846877,13.513038457244186,3.222732867303627,87.18101783384326,49.3749291045659,36.78772739854273,17.720359163017854,0.8024904048415276,9,27,4,12,48,0,4,2022-08-03 16:10:00,96.3299844190611,30.0,28.99070590225306,20.0,1100.1226438441174,24.12226623653898,42.24433600600446,False,True,True,Anomaly
Aluminum,,Day,Imported,Type_A,389.4664515620767,90.77357978509994,134.4797313041878,1674.1490134610026,44.197830061096,7.502149086792111,96.60941686071834,0.2555611588758555,17.35209614661143,9.245626194603906,98.62536424819636,21.32672803044074,15.582425459102607,1.954211511444424,0.7012353394605965,6,1,1,12,41,0,3,2022-08-03 17:10:00,83.70745067305013,0.0,26.41036767964465,20.0,3193.23076495168,72.2485868771743,37.8785341078233,True,True,True,Anomaly
Aluminum,Catalyst_B,Day,Imported,Type_C,354.7860389517167,99.24414821418053,53.96348757483152,1924.6401047447316,50.26408519374991,6.126564406747384,83.38112060132882,7.035637508552726,14.846392508408655,8.713054884943116,75.94299291300439,20.95568768635088,17.11746861830772,12.387190092418352,0.7250363607482484,13,18,5,8,40,0,5,2022-08-07 11:10:00,96.23200523723658,30.0,117.92292787341673,20.0,2579.857931580081,51.326069531269894,38.29056268160335,True,True,True,Anomaly
Magnesium,,Day,Local,Type_B,217.1151630742893,106.02807427633616,136.82724515947376,1945.8074379987663,43.372222608830334,1.3222922502820147,99.14927226768154,7.346201790796569,20.163080071499277,9.246268046747216,89.09789398240584,27.280037483492737,34.614524573884694,6.985562295030146,0.8680020003492515,18,16,4,8,25,1,0,2022-08-07 17:10:00,97.29037189993834,0.0,3.6941178066828426,0.0,563.5419866745608,12.993154437970327,44.862986514382854,False,True,True,Anomaly
Aluminum,,Day,Local,Type_B,346.2822974223168,97.28153923487,74.4702621260267,788.3584506993557,41.156333206556766,7.999050528950826,88.32154102474553,4.071674554716664,11.885949398365966,8.81143703873417,70.01267446797401,56.900440778180894,7.621779550988093,11.5665936901346,0.9094070770126138,18,21,2,8,20,0,4,2022-08-10 02:40:00,39.417922534967786,0.0,80.88087208606785,20.0,2991.4127502657466,72.68414159376991,19.155215960146794,True,True,True,Anomaly
Magnesium,Catalyst_B,Day,Imported,Type_C,56.33299681967462,75.53340864324093,132.34649160144312,1878.63822746432,42.29381632101645,1.6260665956331437,83.3768563069204,7.9973330090965025,10.875025040888156,4.855489371302709,74.37105378026618,33.537240792385894,14.335146419110837,6.500862211225478,0.7391593798424491,14,9,1,8,13,0,3,2022-08-10 18:30:00,93.931911373216,30.0,18.728630015904947,20.0,393.2889203727904,9.298969792360854,44.41874465064047,False,True,True,Anomaly
Aluminum,,Day,Local,Type_A,474.1194230128386,113.16175176308556,144.24664977294864,1670.4003399104183,40.76430681196472,9.954639774055218,91.1699808460717,1.7957315596463053,33.85674256904082,9.151803751964923,84.90523610277948,49.01317474579083,9.784474819906812,18.82037160293291,0.9279340266813054,15,21,5,8,31,0,1,2022-08-11 01:00:00,83.52001699552092,0.0,83.72967172905602,20.0,5031.19808566444,123.4216519091583,40.97703286395979,True,True,True,Anomaly
Zinc,Catalyst_B,Day,Imported,Type_B,465.16127315341095,91.95358117452346,50.84483401223269,309.44621120051755,48.60516557708593,9.703361978325376,87.40205968915606,7.439778836797063,18.36130899698456,3.764394294581736,78.23350039822593,39.49496945396885,29.891784315980733,4.840985928754639,0.7743572679144678,19,5,3,8,45,1,1,2022-08-11 06:10:00,15.472310560025878,30.0,117.20147908205686,0.0,4686.970488284129,96.42947272447357,6.366529308695549,True,False,True,Anomaly
Aluminum,Catalyst_B,Night,Local,Type_A,428.2896069541551,81.43951949162768,123.83539310977108,222.5150597253053,54.26737009399746,9.525985039611328,91.28847165853664,5.649510003993903,39.46083155392952,6.906550931250576,81.63430868491302,26.06334863232371,36.83806037638645,4.47750631996681,0.6116875991664589,12,20,3,8,44,0,4,2022-08-11 21:00:00,11.125752986265264,30.0,74.6211409867065,20.0,4281.181220934556,78.89052322821334,4.100347213065293,True,False,True,Anomaly
Zinc,Catalyst_B,Night,Imported,Type_A,315.10832333162057,116.44340097341028,41.12272654227713,1850.0707145123251,50.823749117160574,6.640459251667778,99.40648291899237,8.086649655726546,20.133235409130364,2.4366530908720776,99.64828608202194,23.480042338128555,37.13896144749943,3.873590722461937,0.8535856915288961,3,27,4,12,18,0,0,2022-08-12 01:20:00,92.50353572561627,30.0,3.7404434452999262,20.0,2392.321625096431,47.07093960308935,36.40169697531525,True,True,True,Anomaly
Zinc,,Day,Imported,Type_B,499.4999584976731,74.96409369331059,92.13267693416611,509.2277754531916,42.24762603411519,8.560204185735286,91.88299724171016,8.183947239530932,30.61648082695756,2.009523031438463,74.8972328957463,29.49605166946669,27.040652011225973,2.3558557978310257,0.877021911854921,2,20,5,12,48,1,3,2022-08-12 03:10:00,25.46138877265958,0.0,81.08885081782543,0.0,4416.901065425219,104.54791144616142,12.05340567638019,True,False,True,Anomaly
Magnesium,,Day,Local,Type_B,469.55156065310064,148.79994910610685,121.14429725398352,1881.8155174197536,42.7270608641556,6.854794166811788,91.44811468443233,4.786497206511032,19.21636490719071,7.69336346258666,75.69371762338443,19.71591955755221,28.243779167348148,14.566100669854158,0.6953165889215929,17,23,5,12,13,1,0,2022-08-12 09:40:00,94.09077587098768,0.0,80.31102192902271,0.0,3568.148965593629,83.51028349312473,44.04270921893526,True,True,True,Anomaly
Zinc,,Night,Local,Type_C,468.2198985220252,60.96060533112223,129.91794602687705,1857.3859646920869,75.46178332404642,9.534925747041928,95.98564539915893,6.410869580488942,23.31757131025074,8.897269496209848,98.65111443104216,18.610686396595334,8.93513626590571,18.16144643422044,0.7005229325138982,13,5,4,8,36,0,2,2022-08-13 06:50:00,92.86929823460434,0.0,37.59201407674466,20.0,4770.8704142415845,63.22233856778354,24.613597544019584,True,True,True,Anomaly
Aluminum,,Night,Imported,Type_B,323.9007362467957,130.4762120631346,130.05100076374487,1907.2084784200424,46.70868521628074,6.513506995705526,83.96291430416477,1.3839115378942002,20.94826696792113,1.902826608508383,83.25223230490369,43.8828839253015,27.96182285770797,13.102283922493667,0.7847950212764482,8,12,2,8,30,0,3,2022-08-13 22:40:00,95.36042392100214,0.0,103.88847728267972,20.0,2467.982774917524,52.837770181064435,40.83198808934291,True,True,True,Anomaly
Magnesium,,Night,Local,Type_B,410.5181115673793,65.87734025363137,99.7504472216967,123.13328618635506,44.71376822340166,8.601143956474392,88.46824629808198,0.8214199685799606,24.74441113115868,6.000011772638902,74.33427221568962,23.124406209438423,37.48425473871435,13.22008079466735,0.780711159546895,2,23,1,12,20,0,0,2022-08-14 14:50:00,6.156664309317754,0.0,94.67987505543046,20.0,3679.012980201359,82.27919780368431,2.753811433899935,True,False,True,Anomaly
Aluminum,Catalyst_B,Night,Imported,Type_C,496.7886279051173,115.4305025657781,53.667943746460885,1410.1858994894524,72.12848981147806,9.721600272535014,97.06087235850498,1.3827203301166455,28.778022209916188,4.874444356815752,77.50873189331695,14.650463045536968,12.730111065708488,0.7652189662191722,0.7146403755449805,11,3,1,12,38,0,3,2022-08-14 19:40:00,70.50929497447262,30.0,29.2025037651263,20.0,5101.750168594095,70.7314153107672,19.551024888712483,True,True,True,Anomaly
Magnesium,,Day,Local,Type_C,482.1314015947659,125.85485763705653,157.3636341210197,1375.708763049434,54.79428038986323,9.821973158475208,85.36228489730647,8.131820611865004,34.33559366384078,9.072365102097402,90.3227347977132,14.97373033798663,36.55406175407634,17.457051672871447,0.9539967498207328,13,18,2,8,48,0,5,2022-08-16 11:10:00,68.7854381524717,0.0,141.14604197213018,20.0,5048.717793807159,92.1395035738284,25.106794965847126,True,True,True,Anomaly
Zinc,Catalyst_B,Night,Local,Type_A,380.10966674807554,115.33681441211702,99.48993989365758,1976.931291708272,63.75172754614525,9.06337250248404,84.50184374312775,5.542504524672273,38.648026143116525,6.035235259025431,95.97916780346836,53.693127230244166,0.3096518253224412,15.30150113230872,0.5404007676104039,16,27,3,12,31,0,2,2022-08-17 17:50:00,98.8465645854136,30.0,117.81998020018628,20.0,3932.383921178928,61.6827821384536,31.009846600271576,True,True,True,Anomaly
Magnesium,,Day,Local,Type_A,430.0445417475412,128.5100648057037,135.85113785133765,1030.046980132524,47.01429052882397,6.6119269213775205,83.50517419169685,0.5255451965171609,18.259933460138534,8.154139101392463,88.40864523950052,57.56667306540263,25.320530778119213,4.568166163284857,0.7057660660523383,1,26,3,8,3,1,1,2022-08-18 06:30:00,51.5023490066262,0.0,141.87019611874487,0.0,3102.626146971149,65.99325677517055,21.909231609078795,True,True,True,Anomaly
Zinc,,Night,Imported,Type_C,211.4934627280481,135.38036114928383,129.087997717682,1953.5237505090377,42.4279130308045,9.84227167064511,83.25815889155874,3.549544103557799,12.735636341492052,3.687580477475457,74.13766087371242,39.85950056297929,27.17100961482542,0.295573231930335,0.9958521690219976,7,18,4,8,9,0,2,2022-08-19 12:10:00,97.6761875254519,0.0,70.81579896934052,20.0,2453.500427387504,57.827506754955316,46.04336180972878,True,True,True,Anomaly
Aluminum,Catalyst_B,Night,Local,Type_B,166.59663891573013,66.16841144623265,70.52186938614275,1546.3861902795106,41.22756981713613,6.872920814090382,91.5377495201332,5.466181373250874,10.586432578075057,6.548870654947285,83.77069989531171,22.987225162802343,23.347167722439064,3.891154127467953,0.6469429779605216,8,19,5,8,39,0,1,2022-08-19 14:10:00,77.31930951397554,30.0,28.19564975217665,20.0,1451.897950551518,35.216675564225,37.50854578958858,True,True,True,Anomaly
Aluminum,,Night,Imported,Type_C,390.9908233248454,60.18812009483368,92.03448828377417,910.4424578029632,40.79513467282887,7.239543264721173,96.40926609003874,3.330080215090492,36.669350680101545,9.22763209861094,94.18253557441103,53.14901552892944,11.137015578850477,14.188427711957877,0.8774767468327127,2,18,1,12,41,0,0,2022-08-19 17:30:00,45.52212289014817,0.0,28.078880155923912,20.0,3019.3916271197786,74.0135227236009,22.317427436006305,True,True,True,Anomaly
Zinc,,Day,Imported,Type_B,435.48295599626266,139.24220698521805,37.16361444888832,620.5142319522381,54.65835644533081,9.158684939083804,86.07642413762143,4.563139276057349,26.17332366301692,6.479767954621359,99.25204971897514,59.696857181776586,39.71300596618384,3.11017890609405,0.6641868279963193,2,19,2,8,14,0,3,2022-08-21 02:10:00,31.025711597611902,0.0,121.2695994917366,20.0,4231.252594653095,77.41273008977477,11.35259587567137,True,False,True,Anomaly
Zinc,,Day,Local,Type_C,431.5724612901432,142.96127385075943,167.6762389052059,1350.944613129854,41.73091258005709,8.869871773224292,92.87636269376588,0.1051163556567402,32.28768486644558,7.1568008796303015,83.51299356804408,39.844935457383954,10.53815766841769,14.685486071608558,0.5921631958679537,9,23,3,12,45,1,2,2022-08-23 12:10:00,67.54723065649272,0.0,61.4873137117949,0.0,4082.934011410701,97.83955727251234,32.37275510182495,True,True,True,Anomaly
Aluminum,Catalyst_B,Night,Imported,Type_B,365.99569837915135,119.06105301481811,31.72767528481006,1794.558515262824,41.601148520631405,4.728340613935116,96.12445792093077,9.926934195682591,27.40771426660944,2.822455602167154,77.44898600011469,42.27075819685797,36.58947715378234,9.521039295789272,0.5519289989640808,6,4,4,8,24,0,2,2022-08-24 11:00:00,89.72792576314122,30.0,28.368634596534683,20.0,2053.173012560977,49.35375790268722,43.13723488602345,True,True,True,Anomaly
Magnesium,Catalyst_B,Day,Local,Type_B,199.54841444876627,135.3839100565559,48.31774243569335,1977.412105573693,42.83538788726796,4.915832892901101,84.04183560767837,5.827580759798626,12.18607921731314,9.417076767214123,95.27173319997075,16.546120261299205,2.7707094104278207,6.177401786411016,0.5722811718477685,7,14,5,8,16,0,4,2022-08-25 13:30:00,98.87060527868464,30.0,63.68852804001085,20.0,1350.5408156701696,31.528623464889723,46.16304889727502,True,True,True,Anomaly
